EngagementSurvey,DaysLateLast30,Salary,Age,Absences,EmpSatisfaction,YearsOfWork,MaritalDesc,SpecialProjectsCount,PerformanceScore
4.47,0,60798,66,8,4,10,Married,9,Fully Meets
4.09,2,88660,49,3,5,13,Married,13,Exceeds
2.06,3,101566,55,16,5,8,Widowed,7,Needs Improvement
4.16,2,57777,59,6,4,8,Single,7,Fully Meets
4.02,1,56216,60,6,5,8,Divorced,9,Fully Meets
4.54,2,218576,57,1,5,15,Married,11,Exceeds
2.0,4,117559,49,16,5,12,Widowed,8,Needs Improvement
2.68,6,52212,33,11,5,16,Divorced,0,PIP
4.68,3,175167,49,3,5,14,Married,7,Fully Meets
1.55,6,71276,55,5,2,16,Separated,4,PIP
2.33,5,62318,56,14,3,9,Separated,1,PIP
4.33,3,220832,36,3,5,13,Single,6,Fully Meets
3.44,4,147786,38,11,4,16,Divorced,4,Needs Improvement
1.2,5,56515,52,4,5,14,Separated,3,PIP
4.27,1,178127,54,6,4,11,Married,7,Fully Meets
4.18,1,212487,48,5,5,15,Married,13,Exceeds
1.17,2,72791,58,12,4,8,Separated,5,PIP
2.88,3,144955,40,3,4,13,Married,7,Needs Improvement
2.5,2,100030,49,8,4,9,Widowed,8,Needs Improvement
4.72,0,198161,37,7,5,14,Single,6,Fully Meets
4.58,2,195321,31,2,5,17,Single,15,Exceeds
4.43,1,99530,71,1,5,8,Separated,14,Exceeds
4.2,3,201561,46,9,5,15,Married,9,Fully Meets
4.84,3,159100,61,0,5,16,Single,11,Exceeds
4.54,0,165620,42,1,5,11,Single,15,Exceeds
4.82,3,63616,58,2,5,13,Single,12,Exceeds
4.73,2,59163,70,1,5,9,Single,12,Exceeds
3.89,3,74838,59,3,4,15,Divorced,8,Needs Improvement
4.43,3,135069,53,6,4,15,Single,8,Fully Meets
3.46,2,70223,53,16,4,14,Widowed,4,Needs Improvement
4.22,1,139738,36,8,5,12,Married,8,Fully Meets
1.18,7,72074,51,8,2,11,Separated,2,PIP
5.0,2,220190,57,1,5,9,Married,10,Exceeds
4.36,0,148710,70,6,5,13,Single,15,Exceeds
3.69,3,61945,37,6,4,12,Widowed,6,Needs Improvement
3.1,2,66426,41,17,4,8,Married,7,Needs Improvement
2.2,7,55465,54,24,2,9,Separated,1,PIP
4.92,1,212917,48,6,5,9,Married,10,Fully Meets
4.85,1,216517,65,10,4,14,Divorced,7,Fully Meets
4.85,0,118939,44,10,4,12,Single,9,Fully Meets
5.0,2,60464,48,9,5,12,Married,9,Fully Meets
4.18,2,78476,66,3,4,13,Married,7,Fully Meets
2.43,2,96143,52,14,5,12,Divorced,5,Needs Improvement
4.85,0,128107,55,7,5,14,Single,13,Exceeds
4.14,2,57309,51,6,5,16,Single,14,Exceeds
1.22,4,70851,43,17,2,13,Divorced,2,PIP
2.76,2,61518,51,11,4,15,Single,6,Needs Improvement
4.8,2,73946,40,3,4,9,Single,7,Fully Meets
3.83,3,122194,41,5,4,16,Separated,8,Needs Improvement
4.02,2,153234,46,0,5,12,Married,10,Exceeds
2.81,3,91426,41,8,5,15,Divorced,4,Needs Improvement
4.72,0,99530,35,1,5,9,Divorced,14,Exceeds
4.03,1,109617,41,3,5,7,Single,12,Exceeds
4.17,1,140647,60,7,4,17,Separated,6,Fully Meets
4.73,1,127482,59,4,5,9,Married,12,Exceeds
3.03,7,49718,40,6,3,13,Separated,6,PIP
2.01,3,53117,35,9,4,8,Separated,7,Needs Improvement
2.14,5,69779,43,11,4,6,Widowed,5,PIP
4.27,0,192882,65,6,5,9,Married,13,Exceeds
4.19,1,104938,33,4,5,13,Single,13,Exceeds
4.06,1,189071,41,9,4,13,Married,6,Fully Meets
4.72,0,164556,34,8,5,16,Single,7,Fully Meets
2.08,3,48688,44,24,1,16,Divorced,2,PIP
2.23,2,89560,35,10,3,17,Separated,7,Needs Improvement
1.4,5,45508,55,16,2,9,Divorced,2,PIP
3.33,3,145193,51,12,5,13,Separated,6,Needs Improvement
4.06,2,78044,32,2,5,16,Separated,11,Exceeds
1.73,5,61173,34,6,5,15,Divorced,4,PIP
4.6,2,83577,32,3,5,14,Married,10,Exceeds
1.7,5,70906,32,11,4,10,Separated,3,PIP
2.41,7,60019,44,25,4,16,Divorced,3,PIP
2.85,3,140548,54,12,4,15,Divorced,5,Needs Improvement
2.32,2,67495,36,11,3,12,Separated,7,Needs Improvement
4.88,1,207150,43,7,4,9,Married,7,Fully Meets
3.06,7,58450,59,5,4,15,Separated,4,PIP
2.23,6,50009,41,22,2,11,Single,2,PIP
4.23,1,112157,51,5,5,9,Married,15,Exceeds
3.92,4,83321,41,7,4,10,Separated,6,Needs Improvement
3.43,2,83106,55,4,4,8,Divorced,6,Needs Improvement
2.38,2,113522,33,16,5,17,Widowed,5,Needs Improvement
2.39,3,144840,42,8,4,9,Separated,6,Needs Improvement
4.88,2,131897,39,7,5,17,Married,8,Fully Meets
4.89,3,101625,52,1,5,17,Married,13,Exceeds
2.79,2,58210,52,23,3,13,Married,2,PIP
2.08,6,55970,57,19,5,7,Separated,4,PIP
4.9,1,121272,34,4,5,10,Single,14,Exceeds
3.84,3,121175,50,9,4,12,Separated,7,Needs Improvement
3.54,3,150319,39,16,3,7,Divorced,7,Needs Improvement
2.53,4,60951,49,7,3,17,Separated,5,Needs Improvement
1.59,7,59427,41,21,5,16,Separated,4,PIP
2.24,3,71472,36,19,2,13,Divorced,3,PIP
1.71,5,69665,40,21,4,8,Divorced,4,PIP
4.44,0,168355,47,7,5,10,Single,11,Exceeds
4.36,0,73506,58,7,5,11,Single,12,Exceeds
4.89,0,177283,72,6,5,16,Divorced,12,Exceeds
2.05,3,64992,45,24,1,9,Separated,0,PIP
1.26,3,66875,51,7,2,15,Divorced,0,PIP
1.87,5,52123,49,21,4,9,Separated,1,PIP
4.41,1,156817,52,3,4,10,Married,9,Fully Meets
4.66,3,204340,42,6,5,8,Married,8,Fully Meets
4.47,2,149478,52,6,5,8,Married,9,Fully Meets
4.33,2,170550,68,9,5,15,Divorced,6,Fully Meets
1.77,3,47030,43,10,3,6,Divorced,5,PIP
4.8,0,206351,38,5,5,14,Single,15,Exceeds
4.39,0,86561,70,1,5,10,Married,14,Exceeds
2.56,3,69000,36,16,3,8,Divorced,1,PIP
2.61,5,59926,35,16,4,7,Divorced,1,PIP
1.95,7,58790,52,21,4,7,Separated,4,PIP
2.99,3,74535,40,3,3,10,Divorced,5,Needs Improvement
2.55,3,134864,53,7,4,10,Divorced,7,Needs Improvement
1.44,6,53158,47,6,4,7,Single,3,PIP
4.42,1,49954,71,1,5,10,Married,10,Exceeds
3.74,3,81845,37,17,4,12,Separated,8,Needs Improvement
4.87,2,151987,46,7,5,14,Married,15,Exceeds
4.89,1,53086,56,4,4,8,Married,8,Fully Meets
4.61,1,78715,38,4,5,7,Married,14,Exceeds
4.6,1,65241,44,4,5,11,Single,15,Exceeds
4.92,2,200560,51,2,4,11,Married,7,Fully Meets
4.21,0,198703,60,1,5,11,Single,12,Exceeds
2.35,3,141311,57,10,4,12,Married,5,Needs Improvement
1.87,4,46347,34,12,3,12,Separated,3,PIP
1.66,7,70064,34,8,3,8,Separated,1,PIP
2.66,4,75185,44,9,3,12,Divorced,7,Needs Improvement
4.93,1,84700,71,3,4,13,Single,10,Fully Meets
4.93,2,223245,70,3,5,13,Married,13,Exceeds
4.02,2,48179,62,10,4,14,Divorced,7,Fully Meets
4.9,1,97537,71,9,5,11,Separated,10,Fully Meets
4.19,0,170925,72,4,5,17,Separated,9,Fully Meets
3.44,3,150500,32,12,4,15,Separated,5,Needs Improvement
4.42,1,113229,46,7,5,17,Single,12,Exceeds
2.91,3,51781,57,20,4,6,Separated,5,PIP
3.14,6,58749,36,24,2,11,Widowed,6,PIP
2.99,6,72547,58,11,4,14,Separated,3,PIP
3.23,4,106461,38,11,3,13,Widowed,5,Needs Improvement
4.64,2,61577,64,3,4,15,Married,8,Fully Meets
2.86,2,54728,48,9,4,16,Widowed,8,Needs Improvement
1.49,6,53667,42,6,3,16,Divorced,3,PIP
4.78,2,82595,69,5,5,16,Separated,13,Exceeds
3.9,4,101769,53,12,4,16,Divorced,7,Needs Improvement
3.41,2,50343,48,15,4,8,Widowed,7,Needs Improvement
4.59,0,62306,42,3,4,9,Single,8,Fully Meets
2.46,3,69428,33,12,3,14,Widowed,6,Needs Improvement
3.07,6,49891,46,23,2,12,Separated,2,PIP
4.3,2,143376,68,3,5,11,Married,7,Fully Meets
2.69,6,64107,47,6,4,15,Divorced,5,PIP
4.93,1,171246,67,6,5,13,Single,10,Fully Meets
4.93,2,54032,48,3,5,8,Single,9,Fully Meets
1.73,2,64914,54,8,4,6,Divorced,0,PIP
3.05,3,55120,50,20,2,13,Separated,2,PIP
2.8,5,55485,38,25,3,8,Divorced,4,PIP
4.42,1,104658,48,9,5,9,Separated,6,Fully Meets
4.22,2,157151,57,1,5,8,Married,12,Exceeds
4.88,1,180556,55,7,4,11,Married,9,Fully Meets
2.86,4,69133,35,21,3,6,Separated,1,PIP
4.61,2,139601,67,4,5,15,Married,9,Fully Meets
2.93,5,54759,58,24,1,16,Widowed,3,PIP
3.08,3,67201,41,3,3,11,Divorced,6,Needs Improvement
3.9,4,51110,50,3,3,8,Separated,6,Needs Improvement
1.63,5,49286,41,17,5,16,Single,5,PIP
4.06,2,144136,41,10,4,10,Single,9,Fully Meets
2.15,2,142692,32,16,4,11,Widowed,8,Needs Improvement
4.5,1,156108,36,5,5,8,Single,10,Exceeds
4.83,2,74066,56,3,5,8,Married,15,Exceeds
4.63,2,157351,66,5,5,7,Married,10,Exceeds
3.05,5,60643,35,24,3,12,Separated,4,PIP
4.34,2,105605,68,1,5,8,Married,10,Exceeds
4.53,1,209852,57,4,5,14,Single,13,Exceeds
1.5,5,70614,54,12,1,14,Separated,4,PIP
3.97,2,73288,32,15,3,8,Widowed,8,Needs Improvement
4.77,2,156602,68,5,5,10,Married,7,Fully Meets
3.17,5,48019,43,9,4,7,Separated,5,PIP
4.82,0,55525,52,3,5,17,Single,11,Exceeds
3.46,4,59180,51,6,4,11,Divorced,7,Needs Improvement
4.67,1,160299,45,9,4,10,Married,8,Fully Meets
4.14,3,189604,42,4,5,14,Divorced,13,Exceeds
1.89,5,73922,38,18,4,7,Divorced,0,PIP
4.39,1,102045,52,3,5,17,Single,10,Fully Meets
4.82,3,72657,52,3,5,14,Married,14,Exceeds
3.87,4,109476,56,16,4,11,Widowed,7,Needs Improvement
1.84,4,72877,56,22,5,10,Divorced,3,PIP
4.77,1,157237,54,6,5,15,Single,12,Exceeds
3.55,4,140700,46,3,3,15,Widowed,6,Needs Improvement
3.61,3,110963,43,5,3,7,Divorced,8,Needs Improvement
4.61,2,78592,44,3,4,9,Separated,6,Fully Meets
2.91,4,49979,32,24,2,9,Single,3,PIP
4.46,1,103247,50,4,5,9,Divorced,13,Exceeds
4.83,2,114477,36,1,5,10,Single,11,Exceeds
4.94,2,69196,53,4,5,7,Separated,12,Exceeds
4.0,1,87612,33,3,4,14,Married,8,Fully Meets
4.31,2,76336,34,4,4,16,Single,7,Fully Meets
1.82,3,58130,55,25,4,7,Separated,0,PIP
4.29,0,153911,68,6,5,13,Single,13,Exceeds
1.31,2,52809,39,20,2,13,Widowed,0,PIP
3.21,2,76886,43,13,4,13,Divorced,6,Needs Improvement
1.69,5,61581,53,11,3,8,Married,3,PIP
2.12,5,68188,38,25,2,9,Divorced,0,PIP
4.86,2,194760,42,1,5,7,Single,14,Exceeds
1.55,2,46406,55,22,4,7,Divorced,1,PIP
1.83,7,54159,33,12,3,12,Separated,6,PIP
2.23,7,62161,60,24,1,10,Divorced,1,PIP
4.14,2,104248,54,8,4,11,Single,8,Fully Meets
4.05,2,103926,58,5,5,10,Married,15,Exceeds
4.33,3,46067,36,3,5,9,Single,12,Exceeds
2.34,4,61933,43,14,3,14,Divorced,5,Needs Improvement
4.45,0,180479,67,5,5,16,Single,13,Exceeds
4.39,3,139313,64,8,5,7,Separated,13,Exceeds
4.6,3,129319,52,10,4,10,Single,7,Fully Meets
4.67,2,151352,47,1,5,12,Married,13,Exceeds
2.55,4,109768,52,4,5,11,Separated,6,Needs Improvement
4.28,2,56475,45,9,5,11,Married,10,Fully Meets
4.32,2,178848,48,9,5,17,Married,9,Fully Meets
2.11,3,103323,59,5,4,11,Widowed,8,Needs Improvement
4.21,3,223086,51,2,5,10,Married,15,Exceeds
1.75,3,55420,52,22,1,7,Separated,2,PIP
4.17,1,55201,54,5,5,13,Single,13,Exceeds
4.01,1,113917,37,1,5,14,Single,11,Exceeds
1.36,6,47329,32,3,1,12,Divorced,4,PIP
2.46,4,51360,48,7,5,7,Separated,2,PIP
4.55,1,181431,33,2,5,9,Single,10,Exceeds
4.55,2,74377,40,1,5,17,Single,15,Exceeds
4.99,3,49849,57,8,5,17,Married,12,Exceeds
3.26,3,55300,46,2,5,9,Divorced,6,Needs Improvement
2.66,6,69212,31,19,4,16,Divorced,2,PIP
4.13,0,176184,39,5,4,10,Single,9,Fully Meets
4.6,0,209849,32,9,5,12,Married,10,Fully Meets
2.3,2,63670,33,20,5,9,Divorced,4,PIP
4.68,3,203936,57,3,5,14,Married,11,Exceeds
1.63,5,59063,57,19,1,13,Divorced,1,PIP
4.08,2,168188,43,9,5,14,Single,7,Fully Meets
4.63,1,125111,62,8,5,8,Single,13,Exceeds
2.2,4,71673,42,3,4,11,Separated,7,Needs Improvement
4.24,1,131946,57,7,4,9,Married,8,Fully Meets
4.57,2,206749,60,7,5,8,Single,10,Exceeds
4.5,1,114759,66,1,5,12,Single,14,Exceeds
4.15,1,84771,58,6,5,15,Single,10,Fully Meets
4.59,0,118397,47,2,4,8,Single,7,Fully Meets
3.62,4,112940,48,11,5,9,Divorced,5,Needs Improvement
4.36,1,207762,52,7,5,9,Single,8,Fully Meets
3.03,2,91459,43,4,4,11,Separated,4,Needs Improvement
4.41,3,167767,39,5,5,14,Single,12,Exceeds
3.12,6,61291,35,22,2,14,Separated,5,PIP
1.99,7,72630,37,13,1,15,Married,6,PIP
4.66,1,64235,56,5,5,9,Married,15,Exceeds
4.38,1,64208,37,4,5,16,Single,9,Fully Meets
4.21,0,75565,66,2,5,15,Single,11,Exceeds
1.9,7,66076,36,21,1,10,Divorced,2,PIP
4.23,3,131096,49,6,5,13,Single,14,Exceeds
3.77,2,51129,39,13,4,9,Widowed,7,Needs Improvement
2.31,3,95169,42,10,3,9,Married,8,Needs Improvement
2.97,4,57769,59,9,4,8,Widowed,6,Needs Improvement
4.72,1,156780,42,3,5,14,Single,13,Exceeds
2.23,4,97503,47,5,3,14,Separated,5,Needs Improvement
4.02,1,153546,65,1,5,8,Single,14,Exceeds
3.53,4,85561,37,10,5,17,Separated,6,Needs Improvement
4.77,2,150741,53,7,5,12,Single,12,Exceeds
4.21,0,106643,39,5,4,16,Married,7,Fully Meets
3.43,3,86671,54,14,4,13,Divorced,6,Needs Improvement
1.88,6,64534,43,14,3,7,Divorced,0,PIP
3.87,2,141292,34,10,5,12,Divorced,7,Needs Improvement
2.2,5,66869,58,11,2,11,Widowed,4,PIP
4.32,2,126985,31,5,5,14,Married,12,Exceeds
4.95,1,191495,39,8,5,14,Married,9,Fully Meets
4.93,1,199524,40,2,5,14,Single,13,Exceeds
2.49,5,51140,56,18,4,7,Separated,1,PIP
3.03,3,103688,42,13,3,11,Widowed,7,Needs Improvement
4.99,1,57736,64,10,4,7,Married,8,Fully Meets
3.07,4,78586,44,9,5,16,Separated,6,Needs Improvement
4.73,3,217700,69,6,5,9,Single,8,Fully Meets
1.17,6,68937,30,9,3,7,Divorced,6,PIP
4.61,1,219013,69,7,5,10,Separated,11,Exceeds
4.84,2,123703,40,8,4,16,Single,9,Fully Meets
4.3,0,173311,58,2,5,14,Married,13,Exceeds
4.06,1,129922,45,5,5,15,Single,13,Exceeds
1.78,3,69879,34,14,1,5,Separated,3,PIP
2.18,7,65877,43,7,2,16,Divorced,5,PIP
3.73,3,118866,54,7,5,17,Widowed,6,Needs Improvement
3.86,3,82401,55,13,3,10,Widowed,6,Needs Improvement
2.82,4,137318,35,13,3,16,Separated,6,Needs Improvement
1.28,5,47153,44,12,3,11,Divorced,6,PIP
2.67,5,65611,56,14,2,13,Separated,6,PIP
3.48,3,134569,54,17,3,15,Divorced,5,Needs Improvement
4.39,2,170230,49,1,5,16,Married,13,Exceeds
4.55,2,180495,46,8,5,9,Single,9,Fully Meets
4.97,1,113478,62,5,4,13,Single,7,Fully Meets
2.84,6,54337,40,11,2,15,Married,5,PIP
2.74,3,88714,56,6,4,12,Married,8,Needs Improvement
4.18,0,142095,64,4,5,8,Single,8,Fully Meets
4.71,0,64372,59,10,4,17,Married,9,Fully Meets
2.23,3,130553,47,4,5,15,Widowed,5,Needs Improvement
4.76,0,49346,43,2,5,12,Single,12,Exceeds
4.72,1,52562,72,2,5,14,Married,13,Exceeds
4.92,2,180744,56,9,4,8,Married,8,Fully Meets
4.12,2,47504,45,0,5,17,Single,12,Exceeds
4.34,2,50485,67,4,5,15,Separated,12,Exceeds
4.88,0,135828,42,5,5,16,Single,14,Exceeds
2.0,6,61731,50,21,2,10,Divorced,4,PIP
4.02,0,116963,68,5,5,11,Married,7,Fully Meets
2.66,3,143631,57,2,3,14,Widowed,5,Needs Improvement
4.51,2,213165,68,5,4,14,Single,7,Fully Meets
4.38,1,68352,46,3,5,11,Single,6,Fully Meets
1.6,5,54947,45,7,2,14,Separated,3,PIP
4.66,2,186322,40,2,5,14,Married,12,Exceeds
4.02,2,76926,36,4,5,11,Single,13,Exceeds
2.13,7,72298,56,18,4,11,Divorced,4,PIP
4.96,3,105924,36,5,4,11,Married,6,Fully Meets
4.12,2,89748,41,3,5,14,Single,14,Exceeds
3.64,2,84659,40,8,5,16,Separated,8,Needs Improvement
1.41,4,71776,43,12,3,7,Separated,2,PIP
3.55,2,107024,35,12,4,15,Separated,6,Needs Improvement
4.82,1,115182,56,3,5,10,Single,15,Exceeds
2.78,4,52613,35,5,4,11,Divorced,5,Needs Improvement
4.79,1,106227,36,6,5,15,Married,7,Fully Meets
2.72,3,136831,48,9,3,15,Married,8,Needs Improvement
4.16,2,127238,52,4,4,8,Married,9,Fully Meets
3.69,2,105534,41,10,3,9,Widowed,7,Needs Improvement
1.16,5,53942,37,24,3,14,Separated,1,PIP
4.28,1,182865,51,1,5,14,Single,15,Exceeds
4.11,3,46936,51,5,4,10,Single,8,Fully Meets
4.17,3,103892,46,7,5,9,Separated,9,Fully Meets
4.43,1,144248,56,8,5,15,Single,15,Exceeds
2.68,3,138021,40,6,5,12,Widowed,6,Needs Improvement
4.73,2,133841,37,3,5,12,Single,8,Fully Meets
3.1,4,62662,31,20,3,10,Divorced,5,PIP
3.52,3,138251,50,12,5,7,Separated,7,Needs Improvement
3.47,4,68908,45,12,5,8,Widowed,5,Needs Improvement
4.38,0,119747,58,6,5,10,Married,6,Fully Meets
4.66,2,98509,32,2,5,13,Married,11,Exceeds
2.39,6,58778,57,5,4,11,Divorced,3,PIP
2.91,3,130876,56,3,4,13,Divorced,7,Needs Improvement
2.01,2,84772,43,10,3,16,Divorced,8,Needs Improvement
2.7,2,87323,49,12,4,11,Widowed,7,Needs Improvement
4.42,1,154205,43,5,5,9,Single,6,Fully Meets
4.76,2,155243,34,7,5,12,Single,12,Exceeds
4.47,1,82548,39,7,5,12,Married,14,Exceeds
4.18,2,88892,68,4,4,17,Separated,9,Fully Meets
2.31,4,64721,57,19,4,9,Divorced,5,PIP
3.9,3,54286,39,7,5,10,Married,6,Needs Improvement
4.05,2,64974,68,6,5,13,Single,11,Exceeds
4.09,3,141840,36,6,4,12,Married,9,Fully Meets
4.95,2,85784,39,0,5,9,Married,13,Exceeds
2.82,5,71136,41,6,4,14,Divorced,4,PIP
2.18,3,135828,43,5,4,13,Divorced,5,Needs Improvement
4.54,1,181346,52,1,5,13,Married,13,Exceeds
2.17,3,66209,58,24,3,16,Separated,4,PIP
4.23,2,206662,65,5,4,7,Single,6,Fully Meets
4.8,1,60559,45,10,4,12,Single,9,Fully Meets
4.01,1,141527,33,1,5,9,Separated,12,Exceeds
3.65,2,69521,59,4,5,13,Divorced,7,Needs Improvement
4.19,0,67407,34,5,5,12,Married,15,Exceeds
2.99,7,70937,56,9,1,15,Divorced,4,PIP
4.91,1,208178,58,4,5,8,Divorced,11,Exceeds
4.95,2,152648,33,7,5,16,Married,9,Fully Meets
4.05,2,101740,55,10,5,11,Single,7,Fully Meets
1.87,5,60497,46,23,1,9,Widowed,4,PIP
2.71,6,60890,48,22,2,17,Divorced,4,PIP
1.33,3,55218,32,6,2,13,Married,3,PIP
1.78,6,74014,32,18,1,5,Separated,1,PIP
4.91,1,169117,56,3,5,11,Married,11,Exceeds
1.46,2,57676,36,6,4,16,Divorced,4,PIP
4.71,3,196704,36,2,5,16,Married,15,Exceeds
1.99,5,72586,39,5,3,7,Divorced,3,PIP
4.15,0,105625,52,8,5,15,Single,6,Fully Meets
2.63,3,52053,45,6,5,15,Divorced,6,Needs Improvement
2.91,3,113558,38,2,5,12,Divorced,7,Needs Improvement
2.19,4,76850,44,15,3,11,Widowed,5,Needs Improvement
4.81,1,221968,36,3,5,8,Single,15,Exceeds
3.37,2,73118,48,15,5,15,Divorced,7,Needs Improvement
4.51,0,56432,43,7,5,12,Single,15,Exceeds
3.17,2,107626,37,9,4,14,Widowed,6,Needs Improvement
3.28,3,82881,49,11,3,12,Single,4,Needs Improvement
4.43,2,49124,67,7,5,14,Single,11,Exceeds
4.84,2,175905,71,10,5,9,Married,8,Fully Meets
4.1,2,98559,43,5,5,13,Single,14,Exceeds
2.26,2,77807,54,5,3,13,Separated,8,Needs Improvement
1.55,7,48054,50,17,3,5,Divorced,1,PIP
3.22,2,115476,47,8,4,10,Divorced,7,Needs Improvement
4.03,2,125043,66,5,4,8,Married,8,Fully Meets
1.79,6,48161,57,10,4,15,Separated,4,PIP
3.1,5,52409,54,21,3,7,Divorced,5,PIP
4.55,2,47481,36,10,5,15,Single,8,Fully Meets
1.44,7,68220,58,6,5,15,Divorced,3,PIP
4.46,0,112185,51,6,5,13,Single,13,Exceeds
4.44,2,94074,44,9,5,8,Married,9,Fully Meets
4.76,0,217017,33,0,5,8,Single,11,Exceeds
3.32,2,81380,53,16,4,7,Single,7,Needs Improvement
4.25,1,160570,55,3,5,16,Single,11,Exceeds
4.17,1,153074,47,7,5,12,Married,12,Exceeds
4.41,2,96044,70,1,5,11,Single,13,Exceeds
4.7,0,158548,44,2,5,14,Married,12,Exceeds
2.12,3,84317,32,5,4,11,Widowed,7,Needs Improvement
4.64,3,176597,64,3,5,10,Married,11,Exceeds
4.71,2,168412,64,3,4,15,Single,10,Fully Meets
2.55,2,121157,43,11,5,10,Divorced,5,Needs Improvement
2.4,4,110510,41,12,4,16,Separated,7,Needs Improvement
3.6,4,94949,49,13,5,10,Separated,6,Needs Improvement
4.42,2,140305,37,3,5,16,Married,11,Exceeds
4.15,1,140009,69,5,5,7,Single,14,Exceeds
3.49,2,79175,39,5,4,17,Divorced,5,Needs Improvement
4.64,1,190742,50,5,5,15,Single,13,Exceeds
4.93,3,103835,57,2,5,13,Single,12,Exceeds
3.91,3,77412,53,8,4,8,Divorced,8,Needs Improvement
1.61,4,65334,31,21,3,14,Divorced,3,PIP
2.51,6,56373,37,10,2,9,Widowed,6,PIP
2.66,4,125991,55,15,5,13,Divorced,7,Needs Improvement
4.27,0,121797,40,2,5,13,Married,15,Exceeds
4.4,2,94135,54,0,5,17,Divorced,11,Exceeds
1.48,6,56837,30,4,5,12,Divorced,6,PIP
2.76,6,57982,48,22,4,13,Separated,2,PIP
3.22,3,93849,42,12,4,8,Widowed,6,Needs Improvement
2.67,3,107645,39,13,3,14,Divorced,8,Needs Improvement
2.54,5,53799,59,17,5,16,Divorced,1,PIP
4.51,1,94420,70,6,5,9,Single,13,Exceeds
2.62,3,142844,51,4,4,16,Widowed,8,Needs Improvement
2.29,3,144434,48,16,5,9,Separated,5,Needs Improvement
2.64,3,68586,38,15,4,6,Divorced,3,PIP
4.01,3,147487,67,9,5,8,Married,9,Fully Meets
4.47,2,73414,64,5,5,10,Single,9,Fully Meets
2.83,3,79491,52,6,4,10,Widowed,5,Needs Improvement
2.73,2,102081,34,15,4,8,Divorced,6,Needs Improvement
3.11,2,135269,44,14,5,7,Divorced,4,Needs Improvement
4.42,0,47905,60,0,5,15,Single,14,Exceeds
4.76,2,173501,60,6,4,15,Divorced,7,Fully Meets
4.38,1,162959,44,1,5,16,Married,12,Exceeds
2.33,4,143829,56,12,5,9,Divorced,7,Needs Improvement
4.11,1,186545,43,1,5,11,Single,13,Exceeds
4.1,0,122314,67,4,5,14,Married,9,Fully Meets
2.85,3,51568,40,6,3,11,Divorced,7,Needs Improvement
2.74,3,127133,38,3,3,12,Separated,6,Needs Improvement
2.96,4,78410,47,7,4,12,Widowed,5,Needs Improvement
4.42,1,175068,42,1,5,17,Married,14,Exceeds
4.11,3,100410,71,6,5,8,Divorced,13,Exceeds
4.7,2,175322,72,7,5,14,Single,13,Exceeds
3.02,3,128113,37,3,4,11,Married,4,Needs Improvement
2.18,4,90692,52,4,4,8,Widowed,7,Needs Improvement
2.93,2,62807,50,10,4,8,Separated,5,PIP
4.55,1,174083,59,3,5,9,Single,7,Fully Meets
4.27,1,95523,60,6,5,11,Single,12,Exceeds
2.17,3,133660,56,3,5,13,Widowed,6,Needs Improvement
4.71,2,203588,37,5,4,9,Married,7,Fully Meets
4.68,2,179229,41,8,4,11,Married,8,Fully Meets
4.47,2,137095,63,3,5,11,Single,7,Fully Meets
3.45,2,145893,58,10,3,13,Widowed,4,Needs Improvement
4.01,0,198783,55,2,5,14,Single,11,Exceeds
4.44,0,158131,50,2,5,14,Married,13,Exceeds
3.06,4,127441,37,14,4,17,Divorced,5,Needs Improvement
3.21,4,124079,39,5,4,8,Separated,4,Needs Improvement
4.33,3,173195,42,4,4,11,Married,7,Fully Meets
3.66,3,148344,55,11,4,7,Separated,8,Needs Improvement
3.1,6,64756,36,7,1,7,Divorced,6,PIP
4.5,3,144572,60,2,5,11,Married,15,Exceeds
3.13,3,115016,45,6,3,12,Widowed,7,Needs Improvement
4.43,2,169280,70,4,5,11,Divorced,8,Fully Meets
4.65,1,88074,52,4,5,14,Separated,14,Exceeds
4.28,2,186319,60,6,5,15,Married,13,Exceeds
4.64,1,91000,71,5,4,16,Married,9,Fully Meets
2.34,3,88155,47,7,5,9,Divorced,7,Needs Improvement
2.8,3,103671,45,12,3,14,Separated,8,Needs Improvement
2.15,3,68786,50,13,3,14,Separated,6,PIP
2.9,3,104087,51,3,4,15,Divorced,5,Needs Improvement
1.15,3,47187,43,4,2,12,Divorced,1,PIP
4.79,1,101565,56,2,5,13,Single,12,Exceeds
4.32,1,184305,60,9,4,13,Single,9,Fully Meets
2.04,5,62449,38,10,3,6,Separated,3,PIP
4.98,0,151053,54,1,5,16,Single,13,Exceeds
4.12,2,115182,38,6,5,15,Married,15,Exceeds
2.02,4,80363,43,7,5,15,Divorced,4,Needs Improvement
4.62,1,68653,37,5,5,14,Married,9,Fully Meets
4.3,2,94955,56,3,5,12,Divorced,12,Exceeds
2.6,3,126494,48,4,4,10,Divorced,8,Needs Improvement
2.94,2,106969,48,6,5,16,Widowed,8,Needs Improvement
1.33,5,53401,56,16,4,8,Separated,3,PIP
1.89,3,57916,57,17,4,14,Divorced,5,PIP
4.58,0,172900,33,7,4,10,Married,6,Fully Meets
1.9,6,71823,42,11,2,11,Widowed,1,PIP
2.01,3,45763,55,5,3,9,Separated,3,PIP
4.46,3,205415,69,4,5,8,Single,7,Fully Meets
4.08,1,66626,46,1,5,10,Married,14,Exceeds
4.26,2,98870,33,6,5,11,Married,11,Exceeds
